觀測時間(hour),測站氣壓(hPa),海平面氣壓(hPa),氣溫(℃),露點溫度(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),降水時數(h),日照時數(h),全天空日射量(MJ/㎡),能見度(km),紫外線指數,總雲量(0~10),source_file
18,1001.1,1004.5,31.1,25.5,72,3.9,120,11.6,120,0.0,0.0,0.0,0.14,--,0,--,466920-2024-09-15.csv
19,1001.7,1005.1,30.6,25.5,74,3.4,110,9.4,110,0.0,0.0,0.0,0.0,--,0,--,466920-2024-09-15.csv
20,1002.4,1005.8,30.9,24.6,69,4.6,120,10.4,120,0.0,0.0,--,0.0,--,0,--,466920-2024-09-15.csv
21,1002.6,1006.0,30.2,25.3,75,3.1,100,8.3,100,0.0,0.0,--,0.0,--,0,--,466920-2024-09-15.csv
22,1002.6,1006.0,30.0,25.3,76,3.1,100,8.1,100,0.0,0.0,--,0.0,--,0,--,466920-2024-09-15.csv
23,1002.2,1005.6,29.9,25.4,77,3.5,110,9.5,90,0.0,0.0,--,0.0,--,0,--,466920-2024-09-15.csv
24,1001.7,1005.1,30.0,25.5,77,2.6,100,10.0,100,0.0,0.0,--,0.0,--,0,--,466920-2024-09-15.csv
1,1001.4,1004.8,29.9,25.4,77,3.4,110,9.5,80,0.0,0.0,--,0.0,--,0,--,466920-2024-09-16.csv
2,1001.2,1004.6,30.0,25.1,75,3.0,110,9.1,130,T,0.1,--,0.0,--,0,--,466920-2024-09-16.csv
3,1001.8,1005.2,28.9,25.7,83,3.8,120,8.6,70,T,0.2,--,0.0,--,0,--,466920-2024-09-16.csv
4,1002.1,1005.5,28.8,25.0,80,4.0,120,9.6,110,T,0.2,--,0.0,--,0,--,466920-2024-09-16.csv
5,1002.4,1005.8,29.2,23.6,72,3.8,120,9.6,90,0.0,0.0,--,0.0,--,0,--,466920-2024-09-16.csv
6,1002.9,1006.3,29.8,22.8,66,4.0,130,8.5,110,0.0,0.0,0.0,0.01,--,0,--,466920-2024-09-16.csv
7,1003.3,1006.7,30.3,22.8,64,3.3,130,9.2,160,0.0,0.0,0.9,0.4,--,0,--,466920-2024-09-16.csv
8,1003.2,1006.6,31.4,23.5,63,2.9,110,10.4,90,0.0,0.0,1.0,1.21,50.0,1,1.0,466920-2024-09-16.csv
9,1003.2,1006.6,32.6,23.0,57,4.1,120,11.4,110,0.0,0.0,1.0,2.02,50.0,4,1.0,466920-2024-09-16.csv
10,1003.2,1006.6,33.6,23.0,54,3.7,120,11.9,100,0.0,0.0,1.0,2.71,--,6,--,466920-2024-09-16.csv
11,1003.2,1006.6,33.7,23.1,54,4.2,110,13.9,120,0.0,0.0,1.0,3.09,50.0,8,2.0,466920-2024-09-16.csv
12,1002.6,1006.0,34.2,23.3,53,4.2,100,12.3,110,0.0,0.0,1.0,3.29,--,10,--,466920-2024-09-16.csv
13,1002.0,1005.4,33.5,24.1,58,5.8,100,13.2,150,0.0,0.0,0.9,3.09,--,9,--,466920-2024-09-16.csv
14,1001.7,1005.1,33.1,23.5,57,5.4,120,15.9,120,0.0,0.0,0.9,2.87,40.0,7,2.0,466920-2024-09-16.csv
15,1001.6,1005.0,32.9,23.0,56,6.5,120,13.2,110,0.0,0.0,0.9,2.42,--,5,--,466920-2024-09-16.csv
16,1001.7,1005.1,32.4,23.4,59,5.2,110,13.2,120,0.0,0.0,1.0,1.75,--,2,--,466920-2024-09-16.csv
17,1001.7,1005.1,31.5,23.1,61,4.1,110,13.1,120,0.0,0.0,1.0,0.95,40.0,1,2.0,466920-2024-09-16.csv
18,1002.0,1005.4,30.6,23.5,66,4.2,110,11.3,130,0.0,0.0,0.5,0.19,--,0,--,466920-2024-09-16.csv
19,1002.8,1006.2,30.3,24.2,70,2.7,110,10.1,90,0.0,0.0,0.0,0.0,--,0,--,466920-2024-09-16.csv
20,1003.5,1006.9,30.0,23.7,69,3.4,100,10.4,90,0.0,0.0,--,0.0,--,0,--,466920-2024-09-16.csv
21,1003.8,1007.2,29.8,23.5,69,4.3,110,10.9,120,0.0,0.0,--,0.0,--,0,--,466920-2024-09-16.csv
22,1004.0,1007.4,29.0,23.9,74,2.9,100,10.5,80,0.0,0.0,--,0.0,--,0,--,466920-2024-09-16.csv
23,1003.6,1007.0,28.9,24.7,78,3.1,110,10.1,90,0.0,0.0,--,0.0,--,0,--,466920-2024-09-16.csv
24,1003.5,1006.9,28.9,24.5,77,3.1,100,9.1,100,0.0,0.0,--,0.0,--,0,--,466920-2024-09-16.csv
1,1003.1,1006.5,28.8,24.6,78,3.7,100,8.5,100,0.0,0.0,--,0.0,--,0,--,466920-2024-09-17.csv
2,1003.1,1006.5,28.8,24.6,78,2.8,110,7.9,80,0.0,0.0,--,0.0,--,0,--,466920-2024-09-17.csv
3,1002.4,1005.8,28.4,24.8,81,2.4,110,6.8,120,0.0,0.0,--,0.0,--,0,--,466920-2024-09-17.csv
4,1002.1,1005.6,28.2,25.6,86,2.9,100,9.0,100,T,0.1,--,0.0,--,0,--,466920-2024-09-17.csv
5,1002.1,1005.6,27.6,25.2,87,2.0,140,6.8,120,T,0.1,--,0.0,--,0,--,466920-2024-09-17.csv
6,1002.2,1005.7,26.7,25.5,93,1.9,100,6.7,80,1.5,0.3,0.0,0.01,--,0,--,466920-2024-09-17.csv
7,1002.2,1005.7,27.1,25.5,91,1.4,110,6.3,100,T,0.1,0.2,0.35,--,0,--,466920-2024-09-17.csv
8,1002.5,1005.9,29.4,26.2,83,1.4,100,5.3,70,0.0,0.0,0.9,1.63,60.0,1,8.0,466920-2024-09-17.csv
9,1002.4,1005.8,28.5,26.1,87,2.9,110,7.7,60,1.0,0.9,0.1,0.72,25.0,2,6.0,466920-2024-09-17.csv
10,1002.6,1006.0,30.2,24.8,73,4.2,100,10.2,100,0.0,0.0,0.5,1.98,--,5,--,466920-2024-09-17.csv
11,1001.8,1005.2,31.4,24.6,67,2.3,80,11.4,90,0.0,0.0,0.9,2.97,50.0,8,6.0,466920-2024-09-17.csv
12,1001.5,1004.9,31.3,24.2,66,4.3,100,11.2,100,0.0,0.0,0.8,2.91,--,9,--,466920-2024-09-17.csv
13,1000.6,1004.0,31.4,24.3,66,3.2,90,9.9,110,0.0,0.0,0.9,2.72,--,9,--,466920-2024-09-17.csv
14,1000.0,1003.4,30.8,24.5,69,2.5,110,9.3,90,0.0,0.0,0.3,1.87,20.0,6,9.0,466920-2024-09-17.csv
15,1000.0,1003.4,29.2,25.6,81,2.0,150,8.5,120,0.0,0.0,0.0,0.6,--,2,--,466920-2024-09-17.csv
16,999.7,1003.1,28.6,26.4,88,1.8,110,8.3,60,2.0,0.5,0.0,0.67,--,1,--,466920-2024-09-17.csv
17,999.6,1003.0,27.5,26.1,92,2.8,180,5.8,180,2.0,1.0,0.0,0.11,8.0,0,10.0,466920-2024-09-17.csv
18,999.7,1003.1,27.6,26.5,94,1.5,200,4.9,180,1.5,0.9,0.0,0.03,--,0,--,466920-2024-09-17.csv
19,999.8,1003.2,27.7,26.3,92,1.5,210,3.3,210,0.0,0.0,0.0,0.0,--,0,--,466920-2024-09-17.csv
20,1000.6,1004.1,27.3,25.7,91,2.5,180,4.7,170,0.5,0.2,--,0.0,--,0,--,466920-2024-09-17.csv
21,1001.1,1004.6,27.3,25.7,91,1.7,180,3.8,180,0.0,0.0,--,0.0,--,0,--,466920-2024-09-17.csv
22,1001.3,1004.8,26.7,26.0,96,1.9,160,4.2,170,6.0,0.6,--,0.0,--,0,--,466920-2024-09-17.csv
23,1000.4,1003.9,27.0,26.1,95,0.9,170,3.0,150,1.0,0.2,--,0.0,--,0,--,466920-2024-09-17.csv
24,1000.2,1003.7,27.0,26.3,96,1.3,230,2.2,230,0.0,0.0,--,0.0,--,0,--,466920-2024-09-17.csv
1,999.6,1003.1,26.9,26.4,97,0.8,150,3.1,170,1.0,0.2,--,0.0,--,0,--,466920-2024-09-18.csv
2,999.1,1002.6,26.8,25.8,94,1.5,140,2.8,180,0.0,0.0,--,0.0,--,0,--,466920-2024-09-18.csv
3,999.0,1002.5,26.3,25.1,93,2.0,190,3.6,170,0.0,0.0,--,0.0,--,0,--,466920-2024-09-18.csv
4,999.0,1002.5,25.8,25.1,96,0.9,150,3.3,180,0.0,0.0,--,0.0,--,0,--,466920-2024-09-18.csv
5,999.4,1002.9,26.2,25.2,94,1.3,240,2.5,180,0.0,0.0,--,0.0,--,0,--,466920-2024-09-18.csv
6,999.3,1002.8,26.2,25.3,95,1.3,200,2.4,250,0.0,0.0,0.0,0.01,--,0,--,466920-2024-09-18.csv
7,1000.1,1003.6,27.1,25.1,89,1.2,210,2.0,230,0.0,0.0,0.7,0.41,--,0,--,466920-2024-09-18.csv
8,1000.3,1003.7,28.4,25.2,83,1.6,210,3.3,220,0.0,0.0,0.9,1.06,30.0,1,3.0,466920-2024-09-18.csv
9,1000.1,1003.5,30.3,25.2,74,2.0,250,3.6,290,0.0,0.0,1.0,1.9,25.0,3,2.0,466920-2024-09-18.csv
10,1000.4,1003.8,32.2,25.8,69,1.3,290,5.1,310,0.0,0.0,0.7,2.24,--,6,--,466920-2024-09-18.csv
11,1000.3,1003.7,32.0,25.9,70,1.4,320,6.6,320,0.0,0.0,0.7,2.66,25.0,7,8.0,466920-2024-09-18.csv
12,999.9,1003.3,31.9,25.8,70,1.1,310,7.6,350,0.0,0.0,0.5,2.08,--,6,--,466920-2024-09-18.csv
13,999.5,1002.9,31.6,25.5,70,2.2,360,6.8,350,0.0,0.0,0.2,1.5,--,5,--,466920-2024-09-18.csv
14,998.8,1002.2,31.8,25.2,68,2.0,360,6.9,360,0.0,0.0,0.2,1.28,40.0,4,9.0,466920-2024-09-18.csv
15,998.7,1002.1,31.4,25.0,69,1.6,10,6.3,10,T,0.4,0.0,0.49,--,1,--,466920-2024-09-18.csv
16,999.9,1003.4,26.8,25.9,95,2.2,140,6.6,180,27.0,1.0,0.0,0.09,--,0,--,466920-2024-09-18.csv
17,999.8,1003.3,26.7,25.8,95,1.7,120,3.4,160,9.0,1.0,0.0,0.09,15.0,0,9.0,466920-2024-09-18.csv
18,999.9,1003.4,27.4,25.8,91,0.9,220,3.3,160,T,0.1,0.0,0.02,--,0,--,466920-2024-09-18.csv
19,1000.3,1003.8,27.3,26.3,94,0.9,220,2.7,250,0.0,0.0,0.0,0.0,--,0,--,466920-2024-09-18.csv
20,1000.7,1004.2,27.6,26.4,93,1.6,140,2.6,130,0.0,0.0,--,0.0,--,0,--,466920-2024-09-18.csv
21,1001.9,1005.4,27.4,26.5,95,0.9,210,2.4,260,0.0,0.0,--,0.0,--,0,--,466920-2024-09-18.csv
22,1001.8,1005.3,27.5,26.5,94,1.5,190,2.7,190,0.0,0.0,--,0.0,--,0,--,466920-2024-09-18.csv
23,1001.9,1005.4,27.2,26.5,96,0.5,170,2.9,130,0.0,0.0,--,0.0,--,0,--,466920-2024-09-18.csv
24,1001.7,1005.2,27.0,26.1,95,0.8,160,2.7,160,0.0,0.0,--,0.0,--,0,--,466920-2024-09-18.csv
1,1001.5,1005.0,26.9,25.7,93,0.8,160,3.6,170,0.0,0.0,--,0.0,--,0,--,466920-2024-09-19.csv
2,1001.2,1004.7,26.5,25.5,94,0.9,140,2.8,130,0.0,0.0,--,0.0,--,0,--,466920-2024-09-19.csv
3,1001.0,1004.5,26.3,25.4,95,0.9,160,2.8,170,0.0,0.0,--,0.0,--,0,--,466920-2024-09-19.csv
4,1000.9,1004.4,26.4,25.0,92,1.1,180,3.2,180,0.0,0.0,--,0.0,--,0,--,466920-2024-09-19.csv
5,1001.4,1004.9,26.2,24.8,92,1.2,160,3.4,170,0.0,0.0,--,0.0,--,0,--,466920-2024-09-19.csv
6,1001.7,1005.2,26.3,25.1,93,0.9,160,2.5,170,0.0,0.0,0.0,0.01,--,0,--,466920-2024-09-19.csv
7,1002.4,1005.9,27.0,25.2,90,0.7,190,2.7,210,0.0,0.0,0.8,0.36,--,0,--,466920-2024-09-19.csv
8,1003.2,1006.6,28.7,25.3,82,0.9,140,2.5,140,0.0,0.0,1.0,1.08,25.0,1,5.0,466920-2024-09-19.csv
9,1003.4,1006.8,30.5,25.8,76,0.7,110,2.4,120,0.0,0.0,1.0,1.94,25.0,4,4.0,466920-2024-09-19.csv
10,1003.4,1006.8,31.5,25.1,69,1.3,70,3.0,10,0.0,0.0,0.8,2.11,--,5,--,466920-2024-09-19.csv
11,1003.0,1006.4,32.1,24.7,65,1.7,60,4.0,70,0.0,0.0,0.4,1.81,35.0,6,9.0,466920-2024-09-19.csv
12,1002.2,1005.6,32.8,24.6,62,2.4,100,6.1,100,0.0,0.0,0.6,2.22,--,8,--,466920-2024-09-19.csv
13,1001.6,1005.0,32.3,25.4,67,1.9,70,7.2,100,0.0,0.0,0.4,1.81,--,6,--,466920-2024-09-19.csv
14,1000.9,1004.3,32.4,24.5,63,2.8,110,6.4,40,0.0,0.0,0.0,0.74,60.0,3,8.0,466920-2024-09-19.csv
15,1000.5,1003.9,32.9,24.4,61,2.8,140,6.9,170,0.0,0.0,0.6,1.85,--,4,--,466920-2024-09-19.csv
16,1000.3,1003.7,32.9,24.1,60,3.6,120,7.6,130,0.0,0.0,0.4,0.99,--,2,--,466920-2024-09-19.csv
17,1000.6,1004.0,32.4,23.9,61,2.5,140,7.7,120,0.0,0.0,1.0,0.87,30.0,1,3.0,466920-2024-09-19.csv
18,1001.0,1004.4,31.5,23.9,64,2.3,140,5.2,140,0.0,0.0,0.5,0.18,--,0,--,466920-2024-09-19.csv
19,1001.4,1004.8,30.8,24.7,70,2.6,100,7.6,120,0.0,0.0,0.0,0.0,--,0,--,466920-2024-09-19.csv
20,1002.3,1005.7,30.1,24.7,73,3.3,100,8.6,100,0.0,0.0,--,0.0,--,0,--,466920-2024-09-19.csv
21,1002.6,1006.0,29.8,25.1,76,2.5,90,7.4,100,0.0,0.0,--,0.0,--,0,--,466920-2024-09-19.csv
22,1002.3,1005.7,29.6,25.2,77,3.0,110,7.1,100,0.0,0.0,--,0.0,--,0,--,466920-2024-09-19.csv
23,1001.8,1005.2,29.2,25.6,81,3.4,100,7.9,100,0.0,0.0,--,0.0,--,0,--,466920-2024-09-19.csv
24,1001.6,1005.0,28.8,25.8,84,1.6,130,6.3,100,0.0,0.0,--,0.0,--,0,--,466920-2024-09-19.csv
1,1001.1,1004.5,28.7,25.7,84,1.6,140,3.9,120,0.0,0.0,--,0.0,--,0,--,466920-2024-09-20.csv
2,1000.8,1004.2,28.2,24.4,80,1.8,160,3.5,180,0.0,0.0,--,0.0,--,0,--,466920-2024-09-20.csv
3,1001.0,1004.4,27.9,23.9,79,1.3,200,3.5,180,0.0,0.0,--,0.0,--,0,--,466920-2024-09-20.csv
4,1000.6,1004.1,27.7,23.9,80,1.0,220,2.2,240,0.0,0.0,--,0.0,--,0,--,466920-2024-09-20.csv
5,1000.5,1004.0,27.3,23.8,81,0.6,210,1.7,150,0.0,0.0,--,0.0,--,0,--,466920-2024-09-20.csv
6,1000.8,1004.3,27.8,24.7,83,1.2,210,2.5,210,0.0,0.0,0.0,0.01,--,0,--,466920-2024-09-20.csv
7,1001.0,1004.4,28.7,25.3,82,1.6,250,3.3,250,0.0,0.0,0.0,0.28,--,0,--,466920-2024-09-20.csv
8,1001.2,1004.6,29.2,25.6,81,2.1,270,5.3,220,0.0,0.0,0.0,0.5,35.0,1,9.0,466920-2024-09-20.csv
9,1001.6,1005.1,27.2,26.0,93,2.4,280,6.0,310,4.0,0.8,0.0,0.2,3.5,1,10.0,466920-2024-09-20.csv
10,1001.5,1005.0,27.5,26.3,93,2.3,280,5.4,300,1.5,0.7,0.0,0.42,--,2,--,466920-2024-09-20.csv
11,1001.1,1004.5,28.1,26.5,91,2.3,240,6.3,300,T,0.1,0.0,0.62,4.0,3,10.0,466920-2024-09-20.csv
12,1000.8,1004.3,27.1,25.9,93,1.6,240,6.1,240,1.0,1.0,0.0,0.39,--,2,--,466920-2024-09-20.csv
13,1000.7,1004.2,26.8,25.9,95,1.6,290,7.3,290,12.0,1.0,0.0,0.39,--,2,--,466920-2024-09-20.csv
14,1000.1,1003.6,26.6,25.4,93,3.6,240,7.3,230,9.5,0.9,0.0,0.64,4.5,2,10.0,466920-2024-09-20.csv
15,999.5,1003.0,26.5,25.5,94,1.8,240,6.7,260,6.0,0.6,0.0,0.25,--,1,--,466920-2024-09-20.csv
16,999.6,1003.1,26.6,25.4,93,0.6,260,3.6,250,1.5,1.0,0.0,0.1,--,0,--,466920-2024-09-20.csv
17,999.6,1003.1,26.5,25.3,93,1.4,240,3.3,260,0.5,1.0,0.0,0.08,4.5,0,10.0,466920-2024-09-20.csv
18,1000.0,1003.5,26.0,25.7,98,0.4,140,2.4,230,7.0,1.0,0.0,0.02,--,0,--,466920-2024-09-20.csv
19,1000.3,1003.8,26.2,25.7,97,1.5,240,3.0,260,10.0,0.9,0.0,0.0,--,0,--,466920-2024-09-20.csv
20,1001.0,1004.5,26.3,25.6,96,1.3,240,3.2,250,2.0,0.3,--,0.0,--,0,--,466920-2024-09-20.csv
21,1001.4,1004.9,26.2,25.7,97,0.8,200,2.8,320,3.5,0.6,--,0.0,--,0,--,466920-2024-09-20.csv
22,1000.8,1004.3,26.3,25.8,97,0.7,160,3.7,220,1.0,0.3,--,0.0,--,0,--,466920-2024-09-20.csv
23,1000.4,1003.9,26.6,25.6,94,1.4,230,3.4,230,0.5,0.1,--,0.0,--,0,--,466920-2024-09-20.csv
24,1000.6,1004.1,26.5,25.8,96,0.9,150,3.0,270,0.0,0.0,--,0.0,--,0,--,466920-2024-09-20.csv
1,1000.6,1004.1,26.2,25.7,97,0.9,220,3.9,270,0.0,0.0,--,0.0,--,0,--,466920-2024-09-21.csv
2,1000.4,1003.9,26.1,25.8,98,1.1,100,1.9,340,0.0,0.0,--,0.0,--,0,--,466920-2024-09-21.csv
3,1001.1,1004.6,26.4,26.1,98,0.7,120,2.3,140,0.0,0.0,--,0.0,--,0,--,466920-2024-09-21.csv
4,1001.1,1004.6,26.4,25.9,97,1.2,140,2.2,150,0.5,0.1,--,0.0,--,0,--,466920-2024-09-21.csv
5,1002.0,1005.5,26.7,25.5,93,1.2,130,2.4,140,0.0,0.0,--,0.0,--,0,--,466920-2024-09-21.csv
6,1002.8,1006.3,26.4,25.7,96,0.3,160,3.4,90,0.0,0.0,0.0,0.01,--,0,--,466920-2024-09-21.csv
7,1003.6,1007.1,26.8,26.1,96,1.5,250,2.4,30,T,0.2,0.0,0.12,--,0,--,466920-2024-09-21.csv
8,1004.4,1007.9,27.3,26.3,94,1.3,240,2.4,220,0.5,0.5,0.0,0.36,35.0,1,10.0,466920-2024-09-21.csv
9,1004.9,1008.4,28.1,26.3,90,0.4,120,2.8,220,T,0.1,0.0,0.64,25.0,2,10.0,466920-2024-09-21.csv
10,1005.4,1008.9,28.6,27.0,91,0.5,V,3.2,350,0.0,0.0,0.0,0.76,--,2,--,466920-2024-09-21.csv
11,1005.3,1008.8,27.5,25.9,91,2.4,10,7.3,340,1.0,0.2,0.1,1.19,10.0,4,10.0,466920-2024-09-21.csv
12,1005.3,1008.8,26.0,25.7,98,1.2,340,6.4,60,44.0,1.0,0.0,0.16,--,1,--,466920-2024-09-21.csv
13,1004.9,1008.4,26.2,25.7,97,1.8,270,3.8,280,15.5,1.0,0.0,0.13,--,0,--,466920-2024-09-21.csv
14,1004.9,1008.4,25.9,25.4,97,1.3,110,4.6,350,14.0,1.0,0.0,0.06,8.0,0,10.0,466920-2024-09-21.csv
15,1005.4,1008.9,26.0,25.5,97,2.4,300,4.6,280,13.5,1.0,0.0,0.02,--,0,--,466920-2024-09-21.csv
16,1005.3,1008.8,25.7,25.2,97,0.9,340,3.3,240,12.5,1.0,0.0,0.03,--,0,--,466920-2024-09-21.csv
17,1006.2,1009.7,25.8,25.3,97,1.4,220,2.2,360,4.0,1.0,0.0,0.04,4.5,0,10.0,466920-2024-09-21.csv
18,1006.6,1010.1,25.7,25.2,97,1.1,140,2.8,250,7.5,0.9,0.0,0.01,--,0,--,466920-2024-09-21.csv
19,1007.6,1011.1,25.6,25.3,98,1.7,200,4.7,180,10.5,0.9,0.0,0.0,--,0,--,466920-2024-09-21.csv
20,1008.9,1012.4,25.2,24.9,98,0.7,V,4.7,150,38.0,1.0,--,0.0,--,0,--,466920-2024-09-21.csv
21,1009.3,1012.8,25.2,24.9,98,0.7,230,4.0,280,18.0,1.0,--,0.0,--,0,--,466920-2024-09-21.csv
22,1009.4,1012.9,25.1,24.8,98,0.7,50,3.4,330,9.5,0.6,--,0.0,--,0,--,466920-2024-09-21.csv
23,1009.0,1012.5,25.4,24.7,96,1.4,240,2.6,360,1.5,0.4,--,0.0,--,0,--,466920-2024-09-21.csv
24,1009.2,1012.7,25.3,24.8,97,1.1,190,2.6,160,1.5,0.3,--,0.0,--,0,--,466920-2024-09-21.csv
1,1008.8,1012.3,25.4,24.9,97,1.0,160,3.0,170,T,0.1,--,0.0,--,0,--,466920-2024-09-22.csv
2,1008.8,1012.3,25.3,25.0,98,0.3,170,1.7,160,0.0,0.0,--,0.0,--,0,--,466920-2024-09-22.csv
3,1008.3,1011.8,25.5,25.2,98,0.6,90,1.8,120,0.5,0.1,--,0.0,--,0,--,466920-2024-09-22.csv
4,1008.6,1012.1,25.5,25.0,97,1.2,160,3.0,130,0.0,0.0,--,0.0,--,0,--,466920-2024-09-22.csv
5,1009.0,1012.5,25.4,25.2,99,0.7,110,1.7,90,0.0,0.0,--,0.0,--,0,--,466920-2024-09-22.csv
6,1009.4,1012.9,25.5,25.3,99,0.7,180,1.4,160,0.0,0.0,0.0,0.0,--,0,--,466920-2024-09-22.csv
7,1009.7,1013.2,25.9,25.2,96,1.0,230,1.5,230,T,0.1,0.0,0.16,--,0,--,466920-2024-09-22.csv
8,1010.2,1013.7,26.6,25.4,93,0.3,180,1.4,220,0.0,0.0,0.0,0.4,60.0,1,10.0,466920-2024-09-22.csv
9,1010.2,1013.7,27.8,25.6,88,1.4,130,3.4,130,0.0,0.0,0.0,0.75,60.0,2,9.0,466920-2024-09-22.csv
10,1010.1,1013.6,29.3,25.9,82,1.3,140,4.2,70,0.0,0.0,0.3,1.76,--,5,--,466920-2024-09-22.csv
11,1009.5,1012.9,30.7,26.0,76,1.5,50,4.2,60,0.0,0.0,0.8,2.71,50.0,8,8.0,466920-2024-09-22.csv
12,1009.1,1012.6,29.7,25.2,77,3.0,100,6.7,110,0.0,0.0,0.2,1.6,--,5,--,466920-2024-09-22.csv
13,1008.1,1011.5,31.0,26.1,75,2.5,110,6.2,100,0.0,0.0,0.4,2.17,--,7,--,466920-2024-09-22.csv
14,1007.7,1011.2,28.5,25.5,84,3.2,50,9.4,100,0.5,0.3,0.4,1.57,30.0,4,9.0,466920-2024-09-22.csv
15,1007.7,1011.2,27.1,25.7,92,2.4,90,7.6,100,4.0,1.0,0.0,0.34,--,1,--,466920-2024-09-22.csv
16,1007.8,1011.3,27.3,25.5,90,1.8,100,7.5,100,T,0.5,0.0,0.35,--,1,--,466920-2024-09-22.csv
17,1008.2,1011.7,27.4,25.6,90,1.9,100,5.4,80,0.5,0.5,0.0,0.07,13.0,0,10.0,466920-2024-09-22.csv
18,1008.4,1011.9,26.8,26.1,96,1.6,40,3.1,50,3.5,1.0,0.0,0.01,--,0,--,466920-2024-09-22.csv
19,1009.2,1012.7,25.9,25.0,95,2.0,140,4.9,130,2.5,0.6,0.0,0.0,--,0,--,466920-2024-09-22.csv
20,1009.5,1013.0,26.3,25.1,93,1.6,90,4.4,110,0.5,0.2,--,0.0,--,0,--,466920-2024-09-22.csv
21,1009.9,1013.4,26.0,25.5,97,0.7,140,5.6,120,0.0,0.0,--,0.0,--,0,--,466920-2024-09-22.csv
22,1009.9,1013.4,26.1,25.4,96,1.1,100,3.0,100,T,0.1,--,0.0,--,0,--,466920-2024-09-22.csv
23,1010.1,1013.6,26.3,25.1,93,1.0,270,4.3,180,0.5,0.4,--,0.0,--,0,--,466920-2024-09-22.csv
24,1009.4,1012.9,25.4,24.9,97,1.3,360,4.0,280,0.5,0.4,--,0.0,--,0,--,466920-2024-09-22.csv
1,1009.0,1012.5,25.3,24.8,97,0.4,360,2.9,340,0.5,0.3,--,0.0,--,0,--,466920-2024-09-23.csv
2,1008.7,1012.2,25.4,24.9,97,0.7,160,2.1,50,0.5,0.0,--,0.0,--,0,--,466920-2024-09-23.csv
3,1008.2,1011.7,25.3,24.8,97,1.3,210,1.8,220,0.0,0.0,--,0.0,--,0,--,466920-2024-09-23.csv
4,1008.3,1011.8,25.3,25.0,98,0.8,160,1.7,120,0.0,0.0,--,0.0,--,0,--,466920-2024-09-23.csv
5,1008.5,1012.0,25.6,24.7,95,1.1,140,2.8,170,0.0,0.0,--,0.0,--,0,--,466920-2024-09-23.csv
6,1008.9,1012.4,25.5,24.6,95,1.3,180,2.7,180,0.0,0.0,0.0,0.0,--,0,--,466920-2024-09-23.csv
7,1009.2,1012.7,26.0,24.6,92,1.5,150,3.6,190,0.0,0.0,0.0,0.19,--,0,--,466920-2024-09-23.csv
8,1009.5,1013.0,27.1,24.6,86,0.8,180,2.7,190,0.0,0.0,0.0,0.61,45.0,1,9.0,466920-2024-09-23.csv
9,1009.3,1012.8,28.6,24.8,80,0.4,220,2.0,240,0.0,0.0,0.3,1.4,40.0,3,9.0,466920-2024-09-23.csv
10,1009.2,1012.7,29.9,25.2,76,1.6,250,3.1,260,0.0,0.0,0.3,1.97,--,5,--,466920-2024-09-23.csv
11,1008.8,1012.2,30.9,26.2,76,0.9,320,4.3,220,0.0,0.0,0.4,2.32,25.0,7,9.0,466920-2024-09-23.csv
12,1008.1,1011.5,30.4,25.5,75,1.2,360,5.1,360,0.0,0.0,0.3,1.98,--,6,--,466920-2024-09-23.csv
13,1007.2,1010.6,31.1,25.9,74,0.9,330,5.5,340,0.0,0.0,0.1,2.04,--,6,--,466920-2024-09-23.csv
14,1006.7,1010.1,30.9,25.5,73,1.9,330,6.0,340,0.0,0.0,0.1,1.59,20.0,5,9.0,466920-2024-09-23.csv
15,1006.4,1009.8,30.3,24.9,73,2.6,350,6.4,350,0.0,0.0,0.1,0.93,--,2,--,466920-2024-09-23.csv
16,1006.7,1010.1,30.1,24.7,73,2.7,350,6.3,340,0.0,0.0,0.2,0.92,--,1,--,466920-2024-09-23.csv
17,1007.2,1010.7,29.6,24.7,75,1.9,350,6.9,360,0.0,0.0,0.0,0.33,20.0,0,9.0,466920-2024-09-23.csv
18,1007.5,1011.0,29.3,24.6,76,1.4,340,5.1,330,0.0,0.0,0.0,0.09,--,0,--,466920-2024-09-23.csv
19,1008.1,1011.6,29.0,24.8,78,0.8,V,3.6,360,0.0,0.0,0.0,0.0,--,0,--,466920-2024-09-23.csv
20,1009.0,1012.5,28.9,24.3,76,0.9,330,4.1,320,0.0,0.0,--,0.0,--,0,--,466920-2024-09-23.csv
21,1009.1,1012.6,28.7,24.3,77,1.2,330,3.9,330,0.0,0.0,--,0.0,--,0,--,466920-2024-09-23.csv
22,1009.2,1012.7,28.5,24.5,79,0.5,240,3.4,320,0.0,0.0,--,0.0,--,0,--,466920-2024-09-23.csv
23,1008.9,1012.4,28.3,24.7,81,1.3,290,4.9,260,T,0.1,--,0.0,--,0,--,466920-2024-09-23.csv
24,1008.8,1012.3,26.2,25.0,93,0.7,240,6.0,290,4.0,0.8,--,0.0,--,0,--,466920-2024-09-23.csv
1,1007.8,1011.3,25.4,24.9,97,1.0,360,2.7,330,2.5,0.6,--,0.0,--,0,--,466920-2024-09-24.csv
2,1007.6,1011.1,25.4,24.9,97,0.7,180,1.9,30,0.0,0.0,--,0.0,--,0,--,466920-2024-09-24.csv
