station,date,hour,borrow_count,return_count,inventory,neighbor_inventory_450m
臺大綜合體育館停車場前,2024-09-13,4,0.0,0.0,-19.0,-115.0
臺大綜合體育館停車場前,2024-09-13,5,0.0,0.0,-19.0,-109.0
臺大綜合體育館停車場前,2024-09-13,6,0.0,0.0,-19.0,-104.0
臺大綜合體育館停車場前,2024-09-13,7,1.0,4.0,-16.0,-71.0
臺大綜合體育館停車場前,2024-09-13,8,3.0,0.0,-19.0,-59.0
臺大綜合體育館停車場前,2024-09-13,9,2.0,3.0,-18.0,-59.0
臺大綜合體育館停車場前,2024-09-13,10,9.0,9.0,-18.0,-19.0
臺大綜合體育館停車場前,2024-09-13,11,4.0,6.0,-16.0,-75.0
臺大綜合體育館停車場前,2024-09-13,12,7.0,5.0,-18.0,-65.0
臺大綜合體育館停車場前,2024-09-13,13,2.0,4.0,-16.0,-6.0
臺大綜合體育館停車場前,2024-09-13,14,4.0,14.0,-6.0,11.0
臺大綜合體育館停車場前,2024-09-13,15,4.0,3.0,-7.0,-17.0
臺大綜合體育館停車場前,2024-09-13,16,16.0,6.0,-17.0,-42.0
臺大綜合體育館停車場前,2024-09-13,17,5.0,4.0,-18.0,-75.0
臺大綜合體育館停車場前,2024-09-13,18,4.0,4.0,-18.0,-98.0
臺大綜合體育館停車場前,2024-09-13,19,2.0,4.0,-16.0,-99.0
臺大綜合體育館停車場前,2024-09-13,20,5.0,4.0,-17.0,-112.0
臺大綜合體育館停車場前,2024-09-13,21,2.0,4.0,-15.0,-123.0
臺大綜合體育館停車場前,2024-09-13,22,3.0,0.0,-18.0,-128.0
臺大綜合體育館停車場前,2024-09-13,23,0.0,2.0,-16.0,-128.0
臺大綜合體育館停車場前,2024-09-14,0,3.0,1.0,-18.0,-131.0
臺大綜合體育館停車場前,2024-09-14,1,0.0,0.0,-18.0,-131.0
臺大綜合體育館停車場前,2024-09-14,2,0.0,0.0,-18.0,-130.0
臺大綜合體育館停車場前,2024-09-14,3,0.0,0.0,-18.0,-131.0
臺大綜合體育館停車場前,2024-09-14,4,0.0,0.0,-18.0,-132.0
臺大綜合體育館停車場前,2024-09-14,5,0.0,0.0,-18.0,-125.0
臺大綜合體育館停車場前,2024-09-14,6,0.0,0.0,-18.0,-118.0
臺大綜合體育館停車場前,2024-09-14,7,0.0,1.0,-17.0,-81.0
臺大綜合體育館停車場前,2024-09-14,8,3.0,8.0,-12.0,-30.0
臺大綜合體育館停車場前,2024-09-14,9,2.0,19.0,5.0,33.0
臺大綜合體育館停車場前,2024-09-14,10,3.0,3.0,5.0,64.0
臺大綜合體育館停車場前,2024-09-14,11,2.0,1.0,4.0,67.0
臺大綜合體育館停車場前,2024-09-14,12,5.0,0.0,-1.0,52.0
臺大綜合體育館停車場前,2024-09-14,13,8.0,3.0,-6.0,47.0
臺大綜合體育館停車場前,2024-09-14,14,3.0,9.0,0.0,72.0
臺大綜合體育館停車場前,2024-09-14,15,0.0,2.0,2.0,75.0
臺大綜合體育館停車場前,2024-09-14,16,3.0,2.0,1.0,11.0
臺大綜合體育館停車場前,2024-09-14,17,8.0,8.0,1.0,-55.0
臺大綜合體育館停車場前,2024-09-14,18,14.0,0.0,-13.0,-64.0
臺大綜合體育館停車場前,2024-09-14,19,2.0,0.0,-15.0,-62.0
臺大綜合體育館停車場前,2024-09-14,20,1.0,2.0,-14.0,-70.0
臺大綜合體育館停車場前,2024-09-14,21,5.0,1.0,-18.0,-82.0
臺大綜合體育館停車場前,2024-09-14,22,1.0,0.0,-19.0,-85.0
臺大綜合體育館停車場前,2024-09-14,23,1.0,1.0,-19.0,-86.0
臺大綜合體育館停車場前,2024-09-15,0,0.0,1.0,-18.0,-85.0
臺大綜合體育館停車場前,2024-09-15,1,0.0,0.0,-18.0,-84.0
臺大綜合體育館停車場前,2024-09-15,2,1.0,0.0,-19.0,-81.0
臺大綜合體育館停車場前,2024-09-15,3,0.0,0.0,-19.0,-78.0
臺大綜合體育館停車場前,2024-09-15,4,0.0,0.0,-19.0,-78.0
臺大綜合體育館停車場前,2024-09-15,5,0.0,0.0,-19.0,-76.0
臺大綜合體育館停車場前,2024-09-15,6,0.0,0.0,-19.0,-75.0
臺大綜合體育館停車場前,2024-09-15,7,0.0,1.0,-18.0,-65.0
臺大綜合體育館停車場前,2024-09-15,8,2.0,1.0,-19.0,-19.0
臺大綜合體育館停車場前,2024-09-15,9,1.0,2.0,-18.0,22.0
臺大綜合體育館停車場前,2024-09-15,10,1.0,1.0,-18.0,39.0
臺大綜合體育館停車場前,2024-09-15,11,3.0,1.0,-20.0,0.0
臺大綜合體育館停車場前,2024-09-15,12,1.0,4.0,-17.0,-39.0
臺大綜合體育館停車場前,2024-09-15,13,3.0,3.0,-17.0,-12.0
臺大綜合體育館停車場前,2024-09-15,14,3.0,2.0,-18.0,-23.0
臺大綜合體育館停車場前,2024-09-15,15,0.0,4.0,-14.0,15.0
臺大綜合體育館停車場前,2024-09-15,16,5.0,4.0,-15.0,26.0
臺大綜合體育館停車場前,2024-09-15,17,3.0,4.0,-14.0,-10.0
臺大綜合體育館停車場前,2024-09-15,18,5.0,1.0,-18.0,-46.0
臺大綜合體育館停車場前,2024-09-15,19,3.0,2.0,-19.0,-47.0
臺大綜合體育館停車場前,2024-09-15,20,3.0,14.0,-8.0,-49.0
臺大綜合體育館停車場前,2024-09-15,21,5.0,2.0,-11.0,-56.0
臺大綜合體育館停車場前,2024-09-15,22,6.0,2.0,-15.0,-60.0
臺大綜合體育館停車場前,2024-09-15,23,0.0,1.0,-14.0,-64.0
臺大綜合體育館停車場前,2024-09-16,0,1.0,0.0,-15.0,-64.0
臺大綜合體育館停車場前,2024-09-16,1,0.0,0.0,-15.0,-66.0
臺大綜合體育館停車場前,2024-09-16,2,0.0,0.0,-15.0,-66.0
臺大綜合體育館停車場前,2024-09-16,3,0.0,0.0,-15.0,-67.0
臺大綜合體育館停車場前,2024-09-16,4,0.0,0.0,-15.0,-66.0
臺大綜合體育館停車場前,2024-09-16,5,0.0,0.0,-15.0,-60.0
臺大綜合體育館停車場前,2024-09-16,6,0.0,2.0,-13.0,-50.0
臺大綜合體育館停車場前,2024-09-16,7,1.0,2.0,-12.0,-17.0
臺大綜合體育館停車場前,2024-09-16,8,8.0,1.0,-19.0,41.0
臺大綜合體育館停車場前,2024-09-16,9,2.0,3.0,-18.0,29.0
臺大綜合體育館停車場前,2024-09-16,10,6.0,18.0,-6.0,68.0
臺大綜合體育館停車場前,2024-09-16,11,6.0,5.0,-7.0,-15.0
臺大綜合體育館停車場前,2024-09-16,12,8.0,5.0,-10.0,4.0
臺大綜合體育館停車場前,2024-09-16,13,11.0,15.0,-6.0,51.0
臺大綜合體育館停車場前,2024-09-16,14,4.0,6.0,-4.0,27.0
臺大綜合體育館停車場前,2024-09-16,15,12.0,10.0,-6.0,12.0
臺大綜合體育館停車場前,2024-09-16,16,7.0,5.0,-8.0,-38.0
臺大綜合體育館停車場前,2024-09-16,17,20.0,12.0,-16.0,-72.0
臺大綜合體育館停車場前,2024-09-16,18,7.0,6.0,-17.0,-62.0
臺大綜合體育館停車場前,2024-09-16,19,4.0,8.0,-13.0,-70.0
臺大綜合體育館停車場前,2024-09-16,20,10.0,3.0,-20.0,-99.0
臺大綜合體育館停車場前,2024-09-16,21,3.0,3.0,-20.0,-109.0
臺大綜合體育館停車場前,2024-09-16,22,1.0,1.0,-20.0,-113.0
臺大綜合體育館停車場前,2024-09-16,23,1.0,1.0,-20.0,-112.0
臺大綜合體育館停車場前,2024-09-17,0,0.0,0.0,-20.0,-113.0
臺大綜合體育館停車場前,2024-09-17,1,0.0,0.0,-20.0,-114.0
臺大綜合體育館停車場前,2024-09-17,2,0.0,0.0,-20.0,-113.0
臺大綜合體育館停車場前,2024-09-17,3,0.0,0.0,-20.0,-114.0
臺大綜合體育館停車場前,2024-09-17,4,1.0,1.0,-20.0,-113.0
臺大綜合體育館停車場前,2024-09-17,5,0.0,0.0,-20.0,-111.0
臺大綜合體育館停車場前,2024-09-17,6,0.0,0.0,-20.0,-108.0
臺大綜合體育館停車場前,2024-09-17,7,0.0,0.0,-20.0,-102.0
臺大綜合體育館停車場前,2024-09-17,8,1.0,0.0,-21.0,-82.0
臺大綜合體育館停車場前,2024-09-17,9,1.0,1.0,-21.0,-66.0
臺大綜合體育館停車場前,2024-09-17,10,0.0,3.0,-18.0,-59.0
臺大綜合體育館停車場前,2024-09-17,11,5.0,3.0,-20.0,-71.0
臺大綜合體育館停車場前,2024-09-17,12,5.0,0.0,-25.0,-74.0
臺大綜合體育館停車場前,2024-09-17,13,0.0,2.0,-23.0,-74.0
臺大綜合體育館停車場前,2024-09-17,14,0.0,2.0,-21.0,-42.0
臺大綜合體育館停車場前,2024-09-17,15,3.0,1.0,-23.0,-41.0
臺大綜合體育館停車場前,2024-09-17,16,6.0,3.0,-26.0,-29.0
臺大綜合體育館停車場前,2024-09-17,17,2.0,0.0,-28.0,-74.0
臺大綜合體育館停車場前,2024-09-17,18,2.0,2.0,-28.0,-80.0
臺大綜合體育館停車場前,2024-09-17,19,1.0,1.0,-28.0,-90.0
臺大綜合體育館停車場前,2024-09-17,20,0.0,0.0,-28.0,-100.0
臺大綜合體育館停車場前,2024-09-17,21,1.0,1.0,-28.0,-117.0
臺大綜合體育館停車場前,2024-09-17,22,2.0,2.0,-28.0,-123.0
臺大綜合體育館停車場前,2024-09-17,23,1.0,2.0,-27.0,-129.0
臺大綜合體育館停車場前,2024-09-18,0,1.0,0.0,-28.0,-127.0
臺大綜合體育館停車場前,2024-09-18,1,0.0,0.0,-28.0,-128.0
臺大綜合體育館停車場前,2024-09-18,2,0.0,0.0,-28.0,-129.0
臺大綜合體育館停車場前,2024-09-18,3,0.0,0.0,-28.0,-129.0
臺大綜合體育館停車場前,2024-09-18,4,0.0,0.0,-28.0,-128.0
臺大綜合體育館停車場前,2024-09-18,5,0.0,0.0,-28.0,-125.0
臺大綜合體育館停車場前,2024-09-18,6,0.0,1.0,-27.0,-113.0
臺大綜合體育館停車場前,2024-09-18,7,2.0,2.0,-27.0,-66.0
臺大綜合體育館停車場前,2024-09-18,8,4.0,22.0,-9.0,2.0
臺大綜合體育館停車場前,2024-09-18,9,3.0,2.0,-10.0,-50.0
臺大綜合體育館停車場前,2024-09-18,10,16.0,9.0,-17.0,-14.0
臺大綜合體育館停車場前,2024-09-18,11,10.0,1.0,-26.0,-52.0
臺大綜合體育館停車場前,2024-09-18,12,8.0,9.0,-25.0,-36.0
臺大綜合體育館停車場前,2024-09-18,13,6.0,21.0,-10.0,5.0
臺大綜合體育館停車場前,2024-09-18,14,3.0,1.0,-12.0,-55.0
臺大綜合體育館停車場前,2024-09-18,15,5.0,2.0,-15.0,-5.0
臺大綜合體育館停車場前,2024-09-18,16,1.0,1.0,-15.0,-31.0
臺大綜合體育館停車場前,2024-09-18,17,18.0,6.0,-27.0,-68.0
臺大綜合體育館停車場前,2024-09-18,18,6.0,10.0,-23.0,-58.0
臺大綜合體育館停車場前,2024-09-18,19,5.0,17.0,-11.0,-46.0
臺大綜合體育館停車場前,2024-09-18,20,2.0,4.0,-9.0,-120.0
臺大綜合體育館停車場前,2024-09-18,21,12.0,2.0,-19.0,-159.0
臺大綜合體育館停車場前,2024-09-18,22,2.0,1.0,-20.0,-163.0
臺大綜合體育館停車場前,2024-09-18,23,2.0,0.0,-22.0,-156.0
臺大綜合體育館停車場前,2024-09-19,0,4.0,1.0,-25.0,-157.0
臺大綜合體育館停車場前,2024-09-19,1,1.0,1.0,-25.0,-158.0
臺大綜合體育館停車場前,2024-09-19,2,0.0,0.0,-25.0,-159.0
臺大綜合體育館停車場前,2024-09-19,3,0.0,0.0,-25.0,-158.0
臺大綜合體育館停車場前,2024-09-19,4,0.0,0.0,-25.0,-159.0
臺大綜合體育館停車場前,2024-09-19,5,0.0,0.0,-25.0,-152.0
臺大綜合體育館停車場前,2024-09-19,6,0.0,2.0,-23.0,-136.0
臺大綜合體育館停車場前,2024-09-19,7,1.0,1.0,-23.0,-89.0
臺大綜合體育館停車場前,2024-09-19,8,3.0,18.0,-8.0,-13.0
臺大綜合體育館停車場前,2024-09-19,9,11.0,5.0,-14.0,-89.0
臺大綜合體育館停車場前,2024-09-19,10,11.0,16.0,-9.0,47.0
臺大綜合體育館停車場前,2024-09-19,11,11.0,8.0,-12.0,-2.0
臺大綜合體育館停車場前,2024-09-19,12,8.0,8.0,-12.0,-14.0
臺大綜合體育館停車場前,2024-09-19,13,1.0,4.0,-9.0,21.0
臺大綜合體育館停車場前,2024-09-19,14,3.0,2.0,-10.0,51.0
臺大綜合體育館停車場前,2024-09-19,15,1.0,2.0,-9.0,55.0
臺大綜合體育館停車場前,2024-09-19,16,3.0,0.0,-12.0,17.0
臺大綜合體育館停車場前,2024-09-19,17,16.0,12.0,-16.0,-41.0
臺大綜合體育館停車場前,2024-09-19,18,17.0,9.0,-24.0,-6.0
臺大綜合體育館停車場前,2024-09-19,19,8.0,7.0,-25.0,13.0
臺大綜合體育館停車場前,2024-09-19,20,6.0,9.0,-22.0,-56.0
臺大綜合體育館停車場前,2024-09-19,21,12.0,3.0,-31.0,-92.0
臺大綜合體育館停車場前,2024-09-19,22,3.0,1.0,-33.0,-108.0
臺大綜合體育館停車場前,2024-09-19,23,0.0,2.0,-31.0,-102.0
臺大綜合體育館停車場前,2024-09-20,0,2.0,1.0,-32.0,-101.0
臺大綜合體育館停車場前,2024-09-20,1,0.0,0.0,-32.0,-100.0
臺大綜合體育館停車場前,2024-09-20,2,1.0,0.0,-33.0,-105.0
臺大綜合體育館停車場前,2024-09-20,3,0.0,0.0,-33.0,-106.0
臺大綜合體育館停車場前,2024-09-20,4,0.0,0.0,-33.0,-107.0
臺大綜合體育館停車場前,2024-09-20,5,0.0,0.0,-33.0,-100.0
臺大綜合體育館停車場前,2024-09-20,6,0.0,1.0,-32.0,-89.0
臺大綜合體育館停車場前,2024-09-20,7,3.0,4.0,-31.0,-47.0
臺大綜合體育館停車場前,2024-09-20,8,7.0,12.0,-26.0,-6.0
臺大綜合體育館停車場前,2024-09-20,9,7.0,3.0,-30.0,-15.0
臺大綜合體育館停車場前,2024-09-20,10,12.0,29.0,-13.0,73.0
臺大綜合體育館停車場前,2024-09-20,11,6.0,5.0,-14.0,52.0
臺大綜合體育館停車場前,2024-09-20,12,8.0,4.0,-18.0,74.0
臺大綜合體育館停車場前,2024-09-20,13,3.0,10.0,-11.0,97.0
臺大綜合體育館停車場前,2024-09-20,14,3.0,3.0,-11.0,123.0
臺大綜合體育館停車場前,2024-09-20,15,0.0,0.0,-11.0,111.0
臺大綜合體育館停車場前,2024-09-20,16,3.0,3.0,-11.0,77.0
臺大綜合體育館停車場前,2024-09-20,17,14.0,12.0,-13.0,4.0
臺大綜合體育館停車場前,2024-09-20,18,7.0,9.0,-11.0,4.0
臺大綜合體育館停車場前,2024-09-20,19,0.0,0.0,-11.0,27.0
臺大綜合體育館停車場前,2024-09-20,20,3.0,3.0,-11.0,-20.0
臺大綜合體育館停車場前,2024-09-20,21,26.0,2.0,-35.0,-124.0
臺大綜合體育館停車場前,2024-09-20,22,1.0,1.0,-35.0,-131.0
臺大綜合體育館停車場前,2024-09-20,23,0.0,0.0,-35.0,-140.0
臺大綜合體育館停車場前,2024-09-21,0,3.0,5.0,-33.0,-131.0
臺大綜合體育館停車場前,2024-09-21,1,1.0,1.0,-33.0,-131.0
臺大綜合體育館停車場前,2024-09-21,2,0.0,0.0,-33.0,-133.0
臺大綜合體育館停車場前,2024-09-21,3,0.0,0.0,-33.0,-133.0
臺大綜合體育館停車場前,2024-09-21,4,0.0,0.0,-33.0,-129.0
臺大綜合體育館停車場前,2024-09-21,5,0.0,0.0,-33.0,-127.0
臺大綜合體育館停車場前,2024-09-21,6,1.0,0.0,-34.0,-123.0
臺大綜合體育館停車場前,2024-09-21,7,0.0,0.0,-34.0,-126.0
臺大綜合體育館停車場前,2024-09-21,8,0.0,2.0,-32.0,-85.0
臺大綜合體育館停車場前,2024-09-21,9,1.0,1.0,-32.0,-62.0
臺大綜合體育館停車場前,2024-09-21,10,2.0,10.0,-24.0,-46.0
臺大綜合體育館停車場前,2024-09-21,11,0.0,4.0,-20.0,-46.0
臺大綜合體育館停車場前,2024-09-21,12,0.0,0.0,-20.0,-45.0
臺大綜合體育館停車場前,2024-09-21,13,1.0,1.0,-20.0,-37.0
臺大綜合體育館停車場前,2024-09-21,14,0.0,1.0,-19.0,-31.0
臺大綜合體育館停車場前,2024-09-21,15,0.0,4.0,-15.0,-26.0
臺大綜合體育館停車場前,2024-09-21,16,0.0,2.0,-13.0,-22.0
臺大綜合體育館停車場前,2024-09-21,17,1.0,1.0,-13.0,-41.0
臺大綜合體育館停車場前,2024-09-21,18,0.0,0.0,-13.0,-29.0
臺大綜合體育館停車場前,2024-09-21,19,0.0,0.0,-13.0,-22.0
臺大綜合體育館停車場前,2024-09-21,20,0.0,1.0,-12.0,-27.0
臺大綜合體育館停車場前,2024-09-21,21,0.0,0.0,-12.0,-34.0
臺大綜合體育館停車場前,2024-09-21,22,1.0,0.0,-13.0,-70.0
臺大綜合體育館停車場前,2024-09-21,23,0.0,1.0,-12.0,-74.0
臺大綜合體育館停車場前,2024-09-22,0,0.0,0.0,-12.0,-76.0
臺大綜合體育館停車場前,2024-09-22,1,0.0,0.0,-12.0,-77.0
臺大綜合體育館停車場前,2024-09-22,2,0.0,0.0,-12.0,-77.0
臺大綜合體育館停車場前,2024-09-22,3,0.0,1.0,-11.0,-77.0
臺大綜合體育館停車場前,2024-09-22,4,1.0,0.0,-12.0,-79.0
臺大綜合體育館停車場前,2024-09-22,5,0.0,1.0,-11.0,-74.0
臺大綜合體育館停車場前,2024-09-22,6,1.0,0.0,-12.0,-68.0
臺大綜合體育館停車場前,2024-09-22,7,1.0,1.0,-12.0,-67.0
臺大綜合體育館停車場前,2024-09-22,8,0.0,1.0,-11.0,-37.0
臺大綜合體育館停車場前,2024-09-22,9,2.0,2.0,-11.0,18.0
臺大綜合體育館停車場前,2024-09-22,10,2.0,1.0,-12.0,32.0
臺大綜合體育館停車場前,2024-09-22,11,1.0,1.0,-12.0,30.0
臺大綜合體育館停車場前,2024-09-22,12,1.0,1.0,-12.0,28.0
臺大綜合體育館停車場前,2024-09-22,13,1.0,0.0,-13.0,38.0
臺大綜合體育館停車場前,2024-09-22,14,0.0,0.0,-13.0,52.0
臺大綜合體育館停車場前,2024-09-22,15,0.0,2.0,-11.0,66.0
臺大綜合體育館停車場前,2024-09-22,16,0.0,2.0,-9.0,64.0
臺大綜合體育館停車場前,2024-09-22,17,2.0,0.0,-11.0,39.0
臺大綜合體育館停車場前,2024-09-22,18,1.0,0.0,-12.0,23.0
臺大綜合體育館停車場前,2024-09-22,19,0.0,0.0,-12.0,21.0
臺大綜合體育館停車場前,2024-09-22,20,0.0,0.0,-12.0,20.0
臺大綜合體育館停車場前,2024-09-22,21,0.0,0.0,-12.0,20.0
臺大綜合體育館停車場前,2024-09-22,22,0.0,0.0,-12.0,20.0
臺大綜合體育館停車場前,2024-09-22,23,0.0,0.0,-12.0,18.0
臺大綜合體育館停車場前,2024-09-23,0,0.0,0.0,-12.0,17.0
臺大綜合體育館停車場前,2024-09-23,1,0.0,0.0,-12.0,17.0
臺大綜合體育館停車場前,2024-09-23,2,0.0,0.0,-12.0,15.0
臺大綜合體育館停車場前,2024-09-23,3,0.0,0.0,-12.0,16.0
臺大綜合體育館停車場前,2024-09-23,4,0.0,0.0,-12.0,17.0
臺大綜合體育館停車場前,2024-09-23,5,0.0,0.0,-12.0,20.0
臺大綜合體育館停車場前,2024-09-23,6,0.0,0.0,-12.0,24.0
臺大綜合體育館停車場前,2024-09-23,7,0.0,3.0,-9.0,38.0
臺大綜合體育館停車場前,2024-09-23,8,6.0,7.0,-8.0,81.0
臺大綜合體育館停車場前,2024-09-23,9,16.0,15.0,-9.0,115.0
臺大綜合體育館停車場前,2024-09-23,10,9.0,11.0,-7.0,154.0
臺大綜合體育館停車場前,2024-09-23,11,5.0,3.0,-9.0,114.0
臺大綜合體育館停車場前,2024-09-23,12,6.0,7.0,-8.0,134.0
臺大綜合體育館停車場前,2024-09-23,13,3.0,3.0,-8.0,178.0
臺大綜合體育館停車場前,2024-09-23,14,2.0,2.0,-8.0,194.0
臺大綜合體育館停車場前,2024-09-23,15,4.0,5.0,-7.0,201.0
臺大綜合體育館停車場前,2024-09-23,16,2.0,1.0,-8.0,161.0
臺大綜合體育館停車場前,2024-09-23,17,6.0,5.0,-9.0,143.0
臺大綜合體育館停車場前,2024-09-23,18,0.0,2.0,-7.0,149.0
臺大綜合體育館停車場前,2024-09-23,19,2.0,0.0,-9.0,131.0
臺大綜合體育館停車場前,2024-09-23,20,4.0,2.0,-11.0,93.0
臺大綜合體育館停車場前,2024-09-23,21,17.0,2.0,-26.0,34.0
臺大綜合體育館停車場前,2024-09-23,22,6.0,3.0,-29.0,19.0
臺大綜合體育館停車場前,2024-09-23,23,0.0,0.0,-29.0,14.0
臺大綜合體育館停車場前,2024-09-24,0,0.0,0.0,-29.0,14.0
臺大綜合體育館停車場前,2024-09-24,1,0.0,0.0,-29.0,10.0
臺大綜合體育館停車場前,2024-09-24,2,1.0,0.0,-30.0,9.0
臺大綜合體育館停車場前,2024-09-24,3,0.0,0.0,-30.0,9.0
臺大綜合體育館停車場前,2024-09-24,4,0.0,0.0,-30.0,8.0
臺大綜合體育館停車場前,2024-09-24,5,0.0,0.0,-30.0,8.0
臺大綜合體育館停車場前,2024-09-24,6,0.0,1.0,-29.0,19.0
臺大綜合體育館停車場前,2024-09-24,7,1.0,3.0,-27.0,73.0
臺大綜合體育館停車場前,2024-09-24,8,8.0,27.0,-8.0,134.0
臺大綜合體育館停車場前,2024-09-24,9,9.0,8.0,-9.0,135.0
臺大綜合體育館停車場前,2024-09-24,10,7.0,7.0,-9.0,168.0
臺大綜合體育館停車場前,2024-09-24,11,6.0,1.0,-14.0,143.0
臺大綜合體育館停車場前,2024-09-24,12,14.0,7.0,-21.0,162.0
臺大綜合體育館停車場前,2024-09-24,13,2.0,14.0,-9.0,199.0
臺大綜合體育館停車場前,2024-09-24,14,4.0,3.0,-10.0,193.0
臺大綜合體育館停車場前,2024-09-24,15,11.0,7.0,-14.0,172.0
臺大綜合體育館停車場前,2024-09-24,16,3.0,5.0,-12.0,93.0
臺大綜合體育館停車場前,2024-09-24,17,20.0,6.0,-26.0,49.0
臺大綜合體育館停車場前,2024-09-24,18,6.0,13.0,-19.0,93.0
臺大綜合體育館停車場前,2024-09-24,19,6.0,14.0,-11.0,67.0
臺大綜合體育館停車場前,2024-09-24,20,11.0,4.0,-18.0,-3.0
臺大綜合體育館停車場前,2024-09-24,21,17.0,2.0,-33.0,-53.0
臺大綜合體育館停車場前,2024-09-24,22,3.0,3.0,-33.0,-55.0
臺大綜合體育館停車場前,2024-09-24,23,1.0,1.0,-33.0,-57.0
臺大綜合體育館停車場前,2024-09-25,0,0.0,0.0,-33.0,-56.0
臺大綜合體育館停車場前,2024-09-25,1,0.0,1.0,-32.0,-56.0
臺大綜合體育館停車場前,2024-09-25,2,0.0,0.0,-32.0,-60.0
臺大綜合體育館停車場前,2024-09-25,3,0.0,0.0,-32.0,-60.0
臺大綜合體育館停車場前,2024-09-25,4,0.0,0.0,-32.0,-61.0
臺大綜合體育館停車場前,2024-09-25,5,0.0,0.0,-32.0,-58.0
臺大綜合體育館停車場前,2024-09-25,6,0.0,1.0,-31.0,-46.0
臺大綜合體育館停車場前,2024-09-25,7,1.0,3.0,-29.0,11.0
臺大綜合體育館停車場前,2024-09-25,8,6.0,22.0,-13.0,68.0
臺大綜合體育館停車場前,2024-09-25,9,3.0,6.0,-10.0,98.0
臺大綜合體育館停車場前,2024-09-25,10,14.0,15.0,-9.0,103.0
臺大綜合體育館停車場前,2024-09-25,11,7.0,7.0,-9.0,78.0
臺大綜合體育館停車場前,2024-09-25,12,13.0,8.0,-14.0,110.0
臺大綜合體育館停車場前,2024-09-25,13,6.0,13.0,-7.0,171.0
臺大綜合體育館停車場前,2024-09-25,14,7.0,4.0,-10.0,110.0
臺大綜合體育館停車場前,2024-09-25,15,8.0,11.0,-7.0,166.0
臺大綜合體育館停車場前,2024-09-25,16,5.0,4.0,-8.0,108.0
臺大綜合體育館停車場前,2024-09-25,17,32.0,11.0,-29.0,115.0
臺大綜合體育館停車場前,2024-09-25,18,5.0,9.0,-25.0,148.0
臺大綜合體育館停車場前,2024-09-25,19,3.0,7.0,-21.0,137.0
臺大綜合體育館停車場前,2024-09-25,20,2.0,9.0,-14.0,39.0
臺大綜合體育館停車場前,2024-09-25,21,18.0,1.0,-31.0,-34.0
臺大綜合體育館停車場前,2024-09-25,22,1.0,0.0,-32.0,-34.0
臺大綜合體育館停車場前,2024-09-25,23,0.0,0.0,-32.0,-32.0
臺大綜合體育館停車場前,2024-09-26,0,0.0,0.0,-32.0,-34.0
臺大綜合體育館停車場前,2024-09-26,1,0.0,0.0,-32.0,-36.0
臺大綜合體育館停車場前,2024-09-26,2,0.0,1.0,-31.0,-35.0
臺大綜合體育館停車場前,2024-09-26,3,0.0,0.0,-31.0,-36.0
臺大綜合體育館停車場前,2024-09-26,4,0.0,0.0,-31.0,-37.0
臺大綜合體育館停車場前,2024-09-26,5,0.0,0.0,-31.0,-31.0
臺大綜合體育館停車場前,2024-09-26,6,0.0,1.0,-30.0,-14.0
臺大綜合體育館停車場前,2024-09-26,7,2.0,3.0,-29.0,31.0
臺大綜合體育館停車場前,2024-09-26,8,4.0,18.0,-15.0,118.0
臺大綜合體育館停車場前,2024-09-26,9,16.0,8.0,-23.0,90.0
臺大綜合體育館停車場前,2024-09-26,10,11.0,13.0,-21.0,138.0
臺大綜合體育館停車場前,2024-09-26,11,5.0,10.0,-16.0,60.0
臺大綜合體育館停車場前,2024-09-26,12,12.0,7.0,-21.0,88.0
臺大綜合體育館停車場前,2024-09-26,13,3.0,5.0,-19.0,106.0
臺大綜合體育館停車場前,2024-09-26,14,5.0,4.0,-20.0,101.0
臺大綜合體育館停車場前,2024-09-26,15,2.0,15.0,-7.0,142.0
臺大綜合體育館停車場前,2024-09-26,16,11.0,3.0,-15.0,85.0
臺大綜合體育館停車場前,2024-09-26,17,22.0,5.0,-32.0,0.0
臺大綜合體育館停車場前,2024-09-26,18,4.0,8.0,-28.0,-8.0
臺大綜合體育館停車場前,2024-09-26,19,5.0,7.0,-26.0,-21.0
臺大綜合體育館停車場前,2024-09-26,20,9.0,4.0,-31.0,-64.0
臺大綜合體育館停車場前,2024-09-26,21,3.0,2.0,-32.0,-92.0
臺大綜合體育館停車場前,2024-09-26,22,1.0,1.0,-32.0,-94.0
臺大綜合體育館停車場前,2024-09-26,23,0.0,0.0,-32.0,-91.0
臺大綜合體育館停車場前,2024-09-27,0,0.0,0.0,-32.0,-90.0
臺大綜合體育館停車場前,2024-09-27,1,0.0,0.0,-32.0,-93.0
臺大綜合體育館停車場前,2024-09-27,2,0.0,0.0,-32.0,-92.0
臺大綜合體育館停車場前,2024-09-27,3,0.0,0.0,-32.0,-92.0
臺大綜合體育館停車場前,2024-09-27,4,0.0,0.0,-32.0,-91.0
臺大綜合體育館停車場前,2024-09-27,5,0.0,0.0,-32.0,-86.0
臺大綜合體育館停車場前,2024-09-27,6,0.0,0.0,-32.0,-77.0
臺大綜合體育館停車場前,2024-09-27,7,1.0,1.0,-32.0,-26.0
臺大綜合體育館停車場前,2024-09-27,8,4.0,7.0,-29.0,34.0
臺大綜合體育館停車場前,2024-09-27,9,5.0,2.0,-32.0,28.0
臺大綜合體育館停車場前,2024-09-27,10,5.0,9.0,-28.0,92.0
